ID_Donante,CD_Estado,DT_Cancelacion,Importe,DT_Primer_Cobro,DT_Ultima_Donacion,CD_Motivo_Cancelacion
1020290258,Cerrado,2018-12-04,20000,2016-03-31,2018-12-01,Aumento
1020117410,Cerrado,2016-05-23,20000,,,Sin pagos últimamente
1020290266,Cerrado,2016-06-16,20000,,,Sin primer pago
1020117428,Cerrado,2014-03-05,20000,,,Limpieza de datos
1020290274,Cerrado,2017-07-19,20000,2016-04-30,2017-01-21,Disminución
1020117444,Cerrado,2015-01-16,20000,2015-01-31,2015-01-31,Problemas económicos
1020290282,Cerrado,2016-06-16,30000,,,Sin primer pago
1020405443,Cerrado,2018-07-19,30000,,,Sin primer pago
1020290290,Cerrado,2016-06-20,30000,,,Sin primer pago
1020405088,Cerrado,2018-07-19,30000,,,Sin primer pago
1020290316,Cerrado,2017-12-03,20000,2016-03-31,,Limpieza de datos
1020290340,Cerrado,2017-01-04,20000,,,Sin primer pago
1020405476,Cerrado,2018-07-16,30000,2018-03-27,2018-05-19,Dona a otra ONG
1020290365,Cerrado,2016-06-16,20000,,,Sin primer pago
1020405773,Cerrado,2018-07-19,30000,,,Sin primer pago
1020290373,Cerrado,2016-05-18,20000,2016-03-31,2016-03-31,Problemas económicos
1020405104,Cerrado,2018-04-12,30000,,,Sin primer pago
1020290381,Cerrado,2016-06-16,20000,,,Sin primer pago
1020405450,Cerrado,2018-07-19,30000,,,Sin primer pago
1020290399,Cerrado,2016-06-20,20000,,,Sin primer pago
1020405070,Cerrado,2018-07-19,30000,,,Sin primer pago
1020290423,Cerrado,2017-06-15,20000,2016-04-30,2017-04-26,Otra
1020405062,Cerrado,2018-07-19,30000,2018-01-01,,Sin primer pago
1020290431,Cerrado,2022-08-29,30000,2016-03-31,2022-08-01,Aumento
1020405310,Cerrado,2018-07-19,30000,,,Sin primer pago
1020290449,Cerrado,2016-09-10,20000,,,Sin primer pago
1020405732,Cerrado,2018-07-19,30000,,,Sin primer pago
1020290464,Cerrado,2017-06-15,20000,2016-03-31,2016-10-31,Aumento
1020406045,Cerrado,2017-11-28,50000,2018-01-15,,Disminución
1020406169,Cerrado,2018-07-23,50000,,,Sin primer pago
1020290506,Cerrado,2021-02-02,30000,2016-04-30,2021-01-01,Problemas económicos
1020406227,Cerrado,2018-05-24,50000,2017-12-01,2018-01-30,Problemas económicos
1020290514,Cerrado,2016-09-10,20000,,,Sin primer pago
1020406011,Cerrado,2020-12-17,50000,2018-01-02,2020-12-01,Disminución
1020290522,Cerrado,2018-10-30,40000,2016-03-31,2018-10-02,Aumento
1020290530,Cerrado,2017-03-29,20000,2016-04-30,2016-09-16,Problemas económicos
1020406219,Cerrado,2018-05-21,50000,2018-01-02,2018-05-02,Mal servicio / Mala atención
1020290571,Cerrado,2017-12-03,20000,2016-03-31,,Limpieza de datos
1020290589,Cerrado,2017-12-03,20000,2016-04-30,,Limpieza de datos
1020406193,Cerrado,2018-07-27,50000,,,Sin primer pago
1020406318,Cerrado,2022-03-31,50000,,,Sin primer pago
1020290621,Cerrado,2016-06-20,20000,,,Sin primer pago
1020290639,Cerrado,2017-12-03,20000,2016-07-31,,Limpieza de datos
1020406060,Cerrado,2018-07-19,70000,,,Sin primer pago
1020167530,Cerrado,2022-03-31,20000,,,Sin primer pago
1020290654,Cerrado,2016-06-20,20000,,,Sin primer pago
1020290670,Cerrado,2016-06-20,20000,,,Sin primer pago
1020290688,Cerrado,2017-01-04,20000,,,Sin primer pago
1020290696,Cerrado,2016-06-20,20000,,,Sin primer pago
1020290704,Cerrado,2017-12-03,20000,2016-03-31,,Limpieza de datos
1020406474,Cerrado,2018-12-11,30000,2018-01-02,2018-11-06,Aumento
1020290712,Cerrado,2016-06-16,20000,,,Sin primer pago
1020406482,Cerrado,2017-12-03,15000,2017-12-19,,Limpieza de datos
1020290738,Cerrado,2016-06-20,20000,,,Sin primer pago
1020404743,Cerrado,2019-12-24,4000000,2017-11-03,,Otra
1020290746,Cerrado,2016-06-20,20000,,,Sin primer pago
1020211957,Cerrado,2018-07-19,30000,,,Sin primer pago
1020290761,Cerrado,2016-06-16,20000,,,Sin primer pago
1020405963,Cerrado,2019-02-12,600000,2017-12-01,,Otra
1020290779,Cerrado,2017-12-03,20000,2016-04-30,,Limpieza de datos
1020405955,Cerrado,2019-10-12,50000,2018-01-02,2018-12-01,Otra
1020290787,Cerrado,2017-12-03,20000,2016-03-31,,Limpieza de datos
1020406433,Cerrado,2018-07-19,30000,,,Sin primer pago
1020290803,Cerrado,2016-06-16,20000,,,Sin primer pago
1020290811,Cerrado,2017-05-17,20000,2016-03-31,2016-12-31,Aumento
1020406094,Cerrado,2020-09-15,50000,2017-12-15,2020-09-02,Problemas económicos
1020290829,Cerrado,2017-12-03,20000,2016-03-31,,Limpieza de datos
1020406292,Cerrado,2020-11-04,50000,2018-01-01,2020-11-03,Cancela donación por salida del país
1020290837,Cerrado,2016-06-20,20000,,,Sin primer pago
1020406029,Cerrado,2022-03-31,50000,,,Sin primer pago
1020406052,Cerrado,2018-05-30,50000,2017-12-22,2017-12-22,Problemas económicos
1020290860,Cerrado,2019-05-24,20000,2016-03-31,2019-05-01,Aumento
1020406516,Cerrado,2018-07-19,30000,,,Sin primer pago
1020393532,Cerrado,2017-12-15,20000,,,Sin primer pago
1020290951,Cerrado,2016-06-16,20000,,,Sin primer pago
1020290969,Cerrado,2016-08-04,20000,2016-03-31,2016-07-31,Problemas económicos
1020290977,Cerrado,2019-04-22,20000,2016-03-31,2019-04-01,Otra
1020111546,Cerrado,2023-03-22,20000,2018-01-02,2023-03-02,Aumento
1020290985,Cerrado,2017-05-31,20000,2016-03-31,2016-11-30,Otra
1020291025,Cerrado,2016-09-10,20000,,,Sin primer pago
1020291033,Cerrado,2017-02-28,20000,2016-04-30,2017-02-02,Problemas económicos
1020291066,Cerrado,2017-05-31,10000,2016-04-30,2017-05-04,Problemas económicos
1020291116,Cerrado,2016-09-10,20000,,,Sin primer pago
1020291132,Cerrado,2016-09-10,30000,,,Sin primer pago
1020039614,Cerrado,2019-03-28,30000,2017-12-19,,Disminución
1020406599,Cerrado,2017-12-03,30000,2017-12-18,,Limpieza de datos
1020291223,Cerrado,2021-04-08,20000,2016-03-31,2021-04-05,Aumento
1020291249,Cerrado,2019-07-26,20000,2016-04-30,2019-07-03,Aumento
1020135644,Cerrado,2018-06-12,20000,2017-12-29,2018-06-27,Aumento
1020291314,Cerrado,2016-09-10,20000,,,Sin primer pago
1020291330,Cerrado,2016-09-10,20000,,,Sin primer pago
1020406607,Cerrado,2017-12-21,30000,2017-12-23,,Entrada incorrecta
1020291348,Cerrado,2016-12-26,20000,2016-03-31,2016-10-31,Problemas económicos
1020291355,Cerrado,2016-03-09,20000,,,Sin primer pago
1020406649,Cerrado,2019-05-15,30000,2017-12-01,2019-05-02,Problemas económicos
1020209894,Cerrado,2021-10-15,35000,2017-12-16,2021-10-10,Aumento
1020291405,Cerrado,2016-09-10,20000,,,Sin primer pago
1020291421,Cerrado,2016-09-10,20000,,,Sin primer pago
1020291439,Cerrado,2018-01-03,20000,2016-03-31,2017-12-07,Aumento
1020291447,Cerrado,2016-06-16,200000,,,Sin primer pago
1020291454,Cerrado,2016-06-20,20000,,,Sin primer pago
1020291462,Cerrado,2016-06-20,20000,,,Sin primer pago
1020291470,Cerrado,2017-01-04,20000,,,Sin primer pago
1020398481,Cerrado,2017-12-03,40000,2017-12-18,,Limpieza de datos
1020291488,Cerrado,2018-01-06,20000,2016-03-31,2018-01-02,Disminución
1020351597,Cerrado,2022-02-18,50000,2017-12-01,2021-10-03,Piensa que no se necesita
1020291496,Cerrado,2016-06-20,20000,,,Sin primer pago
1020406706,Cerrado,2017-11-27,30000,,,Entrada incorrecta
1020291504,Cerrado,2016-06-20,30000,,,Sin primer pago
1020406706,Cerrado,2018-07-19,30000,,,Sin primer pago
1020291512,Cerrado,2016-06-16,20000,,,Sin primer pago
1020377048,Cerrado,2018-05-11,30000,2018-01-31,2018-05-03,Cancela donación por salida del país
1020291520,Cerrado,2016-06-16,20000,,,Sin primer pago
1020406714,Cerrado,2017-12-03,30000,2018-03-27,,Limpieza de datos
1020291538,Cerrado,2017-01-04,30000,,,Sin primer pago
1020406722,Cerrado,2018-07-19,30000,,,Sin primer pago
1020291546,Cerrado,2017-01-04,30000,,,Sin primer pago
1020344147,Cerrado,2017-11-27,30000,,,Entrada incorrecta
1020291553,Cerrado,2016-09-10,20000,,,Sin primer pago
1020291561,Cerrado,2016-03-07,20000,,,Sin primer pago
1020291579,Cerrado,2023-03-24,20000,2016-04-30,2023-03-09,Aumento
1020165898,Cerrado,2017-12-03,20000,,,Limpieza de datos
1020291595,Cerrado,2016-06-20,20000,,,Sin primer pago
1020291603,Cerrado,2016-06-20,20000,,,Sin primer pago
1020291611,Cerrado,2016-04-11,20000,,,Problemas económicos
1020291637,Cerrado,2017-12-03,20000,2016-03-31,,Limpieza de datos
1020349971,Cerrado,2022-03-31,20000,,,Sin primer pago
1020291645,Cerrado,2017-01-04,20000,,,Sin primer pago
1020291652,Cerrado,2016-06-20,20000,,,Sin primer pago
1020291660,Cerrado,2017-01-04,20000,,,Sin primer pago
1020405336,Cerrado,2019-05-30,30000,2017-12-01,2019-05-03,Disminución
1020291678,Cerrado,2016-09-10,20000,,,Sin primer pago
1020405518,Cerrado,2022-04-20,30000,2017-12-01,2022-03-03,Aumento
1020291686,Cerrado,2016-06-16,20000,,,Sin primer pago
1020291694,Cerrado,2016-09-10,20000,,,Sin primer pago
1020406789,Cerrado,2018-07-19,20000,,,Sin primer pago
1020291702,Cerrado,2016-06-20,20000,,,Sin primer pago
1020406771,Cerrado,2018-08-14,20000,2018-02-01,2018-04-02,Problemas económicos
1020291710,Cerrado,2016-06-20,20000,,,Sin primer pago
1020407423,Cerrado,2019-05-30,30000,2018-01-09,2019-05-01,Disminución
1020291728,Cerrado,2016-06-20,20000,,,Sin primer pago
1020291736,Cerrado,2016-09-10,20000,,,Sin primer pago
1020407787,Cerrado,2020-09-28,20000,2018-01-09,2020-08-03,Cierre de cuentas o tarjetas
1020291744,Cerrado,2017-12-03,20000,2016-04-30,,Limpieza de datos
1020407795,Cerrado,2018-08-13,50000,2018-01-02,2018-02-01,Mal servicio / Mala atención
1020291769,Cerrado,2016-06-20,20000,,,Sin primer pago
1020191795,Cerrado,2022-03-31,20000,,,Sin primer pago
1020291777,Cerrado,2017-12-03,20000,2016-04-29,,Limpieza de datos
1020112783,Cerrado,2018-07-23,40000,,,Sin primer pago
1020291785,Cerrado,2016-06-16,25000,,,Sin primer pago
1020291793,Cerrado,2017-12-03,30000,2016-03-31,,Limpieza de datos
1020407613,Cerrado,2018-11-15,30000,2017-01-12,2018-11-01,Aumento
